timestamp,instance,cpu,memory,latency_ms,rps
1700000000.0,cache-service-1,0.1012,0.7095,1.8829,486.3699
1700000000.0,database-1,0.2251,0.6117,8.0133,301.8516
1700000000.0,frontend-1,0.1441,0.4098,13.1318,199.2691
1700000000.0,order-service-1,0.2917,0.5461,23.0034,180.1434
1700000000.0,payment-service-1,0.1938,0.4553,17.353,158.301
1700000001.0,cache-service-1,0.1077,0.6898,1.6864,505.4932
1700000001.0,database-1,0.224,0.6032,8.7854,300.631
1700000001.0,frontend-1,0.1501,0.3836,12.6664,202.3778
1700000001.0,order-service-1,0.2824,0.571,21.94,170.9318
1700000001.0,payment-service-1,0.1819,0.4502,18.6082,162.1167
1700000002.0,cache-service-1,0.0983,0.6886,2.1686,486.5362
1700000002.0,database-1,0.2349,0.6168,8.1421,304.2416
1700000002.0,frontend-1,0.1547,0.3954,11.3606,203.8435
1700000002.0,order-service-1,0.2907,0.5537,24.7764,173.5509
1700000002.0,payment-service-1,0.2097,0.4384,18.4193,160.3215
1700000003.0,cache-service-1,0.1063,0.6843,1.8914,498.4954
1700000003.0,database-1,0.2523,0.6104,8.2489,300.2237
1700000003.0,frontend-1,0.1577,0.4168,10.3734,199.9655
1700000003.0,order-service-1,0.3114,0.5509,28.5866,178.1955
1700000003.0,payment-service-1,0.1899,0.4578,13.0088,157.7164
1700000004.0,cache-service-1,0.1118,0.7004,2.0716,485.7259
1700000004.0,database-1,0.2497,0.5983,9.4867,290.9093
1700000004.0,frontend-1,0.1293,0.4033,13.86,195.868
1700000004.0,order-service-1,0.2726,0.5382,26.0839,176.9638
1700000004.0,payment-service-1,0.2004,0.4288,17.0633,163.7837
1700000005.0,cache-service-1,0.0987,0.6857,2.2104,514.8047
1700000005.0,database-1,0.2442,0.5911,9.0224,295.0506
1700000005.0,frontend-1,0.1488,0.4144,12.2242,197.0275
1700000005.0,order-service-1,0.2704,0.5504,24.7835,176.6313
1700000005.0,payment-service-1,0.2093,0.4384,15.1508,156.2168
1700000006.0,cache-service-1,0.0997,0.6786,1.7583,486.8283
1700000006.0,database-1,0.2489,0.5908,8.7252,279.4055
1700000006.0,frontend-1,0.1524,0.3945,12.4478,211.3006
1700000006.0,order-service-1,0.2976,0.5511,26.8549,172.3277
1700000006.0,payment-service-1,0.2057,0.4565,17.5886,162.6941
1700000007.0,cache-service-1,0.1002,0.688,1.7188,513.3492
1700000007.0,database-1,0.2711,0.5895,8.2227,288.2712
1700000007.0,frontend-1,0.1458,0.3953,10.5282,199.0345
1700000007.0,order-service-1,0.3136,0.5552,23.4986,187.2345
1700000007.0,payment-service-1,0.2014,0.4655,15.5059,174.1098
1700000008.0,cache-service-1,0.0987,0.6824,1.7715,512.8663
1700000008.0,database-1,0.2604,0.6089,8.4281,289.1964
1700000008.0,frontend-1,0.1484,0.3809,10.8653,203.6006
1700000008.0,order-service-1,0.2708,0.5754,28.0037,173.4702
1700000008.0,payment-service-1,0.2066,0.4545,17.6436,162.5505
1700000009.0,cache-service-1,0.0984,0.6989,2.099,506.4445
1700000009.0,database-1,0.2536,0.6038,8.7504,306.8684
1700000009.0,frontend-1,0.141,0.3938,13.7377,209.307
1700000009.0,order-service-1,0.3082,0.5469,27.0379,183.6586
1700000009.0,payment-service-1,0.1845,0.4506,15.4769,157.7898
1700000010.0,cache-service-1,0.1002,0.7241,1.5767,494.6539
1700000010.0,database-1,0.2585,0.608,8.6808,291.057
1700000010.0,frontend-1,0.149,0.3963,13.5723,199.1732
1700000010.0,order-service-1,0.3003,0.5521,21.7264,182.795
1700000010.0,payment-service-1,0.1889,0.4516,16.6941,165.7518
1700000011.0,cache-service-1,0.1002,0.727,1.5532,520.5851
1700000011.0,database-1,0.2607,0.6035,9.7658,287.1474
1700000011.0,frontend-1,0.1516,0.41,12.7286,197.7288
1700000011.0,order-service-1,0.3097,0.5454,24.1481,176.4251
1700000011.0,payment-service-1,0.2105,0.4528,22.5296,164.0653
1700000012.0,cache-service-1,0.0926,0.7112,1.7822,495.8574
1700000012.0,database-1,0.2518,0.5869,7.5957,293.9354
1700000012.0,frontend-1,0.1511,0.3994,11.875,210.2379
1700000012.0,order-service-1,0.3081,0.5548,27.7432,190.0563
1700000012.0,payment-service-1,0.214,0.4405,18.9506,163.7144
1700000013.0,cache-service-1,0.1048,0.698,2.0144,486.7078
1700000013.0,database-1,0.2454,0.586,9.0192,295.3248
1700000013.0,frontend-1,0.143,0.4024,12.1281,195.8825
1700000013.0,order-service-1,0.3056,0.5431,26.2749,179.8542
1700000013.0,payment-service-1,0.2022,0.4466,16.795,161.2243
1700000014.0,cache-service-1,0.0921,0.7194,1.9089,531.1502
1700000014.0,database-1,0.2584,0.5989,7.5177,304.6729
1700000014.0,frontend-1,0.1535,0.4034,13.0075,200.7245
1700000014.0,order-service-1,0.3172,0.5416,24.4914,183.3454
1700000014.0,payment-service-1,0.1922,0.4504,20.763,160.5074
1700000015.0,cache-service-1,0.0977,0.7158,1.7728,495.0263
1700000015.0,database-1,0.2633,0.5908,8.2062,299.3714
1700000015.0,frontend-1,0.1618,0.3886,11.3502,198.0503
1700000015.0,order-service-1,0.3056,0.5561,26.0586,187.6633
1700000015.0,payment-service-1,0.2067,0.4385,15.3989,157.4201
1700000016.0,cache-service-1,0.0974,0.6939,2.2097,490.5318
1700000016.0,database-1,0.2639,0.6138,8.0249,295.3091
1700000016.0,frontend-1,0.1597,0.3932,12.5747,201.6353
1700000016.0,order-service-1,0.3195,0.5539,25.0529,185.6979
1700000016.0,payment-service-1,0.1962,0.4551,18.2389,160.1673
1700000017.0,cache-service-1,0.0926,0.6999,1.7978,507.95
1700000017.0,database-1,0.2796,0.5973,8.7331,309.0783
1700000017.0,frontend-1,0.1414,0.4057,11.6218,197.361
1700000017.0,order-service-1,0.3123,0.5439,23.7286,184.0932
1700000017.0,payment-service-1,0.2129,0.4506,19.2011,153.1913
1700000018.0,cache-service-1,0.0995,0.7063,1.8314,509.6682
1700000018.0,database-1,0.2535,0.6034,8.948,311.3896
1700000018.0,frontend-1,0.1409,0.3948,12.646,198.1935
1700000018.0,order-service-1,0.3299,0.5622,22.9484,175.9175
1700000018.0,payment-service-1,0.1873,0.4533,16.9105,156.7559
1700000019.0,cache-service-1,0.0937,0.7125,1.8506,486.4125
1700000019.0,database-1,0.2264,0.6049,8.1843,306.5811
1700000019.0,frontend-1,0.1608,0.4017,11.5868,190.3773
1700000019.0,order-service-1,0.3016,0.5539,25.6426,169.4844
1700000019.0,payment-service-1,0.2124,0.4556,17.2982,158.6361
1700000020.0,cache-service-1,0.0904,0.7045,1.9313,483.0438
1700000020.0,database-1,0.2747,0.6185,8.5791,299.81
1700000020.0,frontend-1,0.1407,0.3998,12.5638,199.3501
1700000020.0,order-service-1,0.2995,0.5521,22.1409,184.4315
1700000020.0,payment-service-1,0.2101,0.4461,16.7502,170.18
1700000021.0,cache-service-1,0.1057,0.6675,1.9796,484.7002
1700000021.0,database-1,0.2386,0.5917,8.0343,298.8129
1700000021.0,frontend-1,0.1403,0.3913,9.5278,199.4578
1700000021.0,order-service-1,0.304,0.5595,27.4528,180.5318
1700000021.0,payment-service-1,0.196,0.4693,16.3321,153.4874
1700000022.0,cache-service-1,0.0977,0.7027,2.27,492.9052
1700000022.0,database-1,0.2297,0.6088,7.6386,290.3788
1700000022.0,frontend-1,0.1432,0.401,9.8788,208.8468
1700000022.0,order-service-1,0.2975,0.5505,27.6161,175.9464
1700000022.0,payment-service-1,0.2006,0.4492,18.8586,171.7233
1700000023.0,cache-service-1,0.0945,0.699,2.4225,486.4492
1700000023.0,database-1,0.2701,0.6009,8.8226,305.0373
1700000023.0,frontend-1,0.1524,0.3929,11.821,204.1025
1700000023.0,order-service-1,0.2942,0.538,22.5441,187.6324
1700000023.0,payment-service-1,0.216,0.4435,17.9601,165.958
1700000024.0,cache-service-1,0.1015,0.7009,2.1234,483.3684
1700000024.0,database-1,0.2414,0.6092,8.161,304.1605
1700000024.0,frontend-1,0.1507,0.3897,12.5086,207.7926
1700000024.0,order-service-1,0.3077,0.5581,22.6552,178.6536
1700000024.0,payment-service-1,0.1955,0.4455,16.8859,162.8471
1700000025.0,cache-service-1,0.1028,0.7118,2.3607,502.6366
1700000025.0,database-1,0.2559,0.6022,6.7102,290.4779
1700000025.0,frontend-1,0.1535,0.3965,11.9411,191.4646
1700000025.0,order-service-1,0.3043,0.5468,25.471,181.0469
1700000025.0,payment-service-1,0.1838,0.4599,15.7238,158.5716
1700000026.0,cache-service-1,0.0977,0.7145,2.022,514.4619
1700000026.0,database-1,0.2526,0.5997,7.3569,295.7823
1700000026.0,frontend-1,0.1503,0.4021,11.2318,208.4644
1700000026.0,order-service-1,0.3046,0.5378,28.7256,170.9172
1700000026.0,payment-service-1,0.204,0.4451,20.8379,164.0249
1700000027.0,cache-service-1,0.0942,0.7141,1.597,512.5754
1700000027.0,database-1,0.2495,0.5891,8.7881,307.0137
1700000027.0,frontend-1,0.1515,0.4023,12.4892,197.9007
1700000027.0,order-service-1,0.3085,0.5296,16.5542,182.5253
1700000027.0,payment-service-1,0.2039,0.444,16.061,166.349
1700000028.0,cache-service-1,0.0974,0.6916,1.8066,511.9918
1700000028.0,database-1,0.2224,0.5977,7.4282,298.7063
1700000028.0,frontend-1,0.155,0.3961,11.6689,188.7839
1700000028.0,order-service-1,0.2918,0.5384,25.5773,178.7261
1700000028.0,payment-service-1,0.1956,0.4514,16.3794,154.5486
1700000029.0,cache-service-1,0.087,0.6989,1.9983,499.048
1700000029.0,database-1,0.2426,0.6124,7.3944,315.9729
1700000029.0,frontend-1,0.1478,0.3933,11.5105,199.4672
1700000029.0,order-service-1,0.3055,0.5705,25.3049,183.7572
1700000029.0,payment-service-1,0.209,0.4538,21.4248,158.3184
