timestamp,instance,cpu,memory,latency_ms,rps
1700000000.0,cache-service-1,0.0977,0.6913,2.0271,512.6585
1700000000.0,database-1,0.2481,0.6031,8.4253,306.2083
1700000000.0,frontend-1,0.1433,0.4038,11.9787,196.3914
1700000000.0,order-service-1,0.2898,0.5475,22.5161,172.1219
1700000000.0,payment-service-1,0.2006,0.457,17.566,163.5522
1700000001.0,cache-service-1,0.098,0.6861,1.6956,487.6962
1700000001.0,database-1,0.2682,0.5973,6.5469,299.9885
1700000001.0,frontend-1,0.1471,0.3962,11.2313,194.9286
1700000001.0,order-service-1,0.2944,0.53,22.1345,178.2212
1700000001.0,payment-service-1,0.2076,0.4541,21.3337,165.8057
1700000002.0,cache-service-1,0.0907,0.7074,2.1958,503.3927
1700000002.0,database-1,0.2268,0.5956,7.345,303.3223
1700000002.0,frontend-1,0.1586,0.4052,10.7568,204.7319
1700000002.0,order-service-1,0.3001,0.5609,24.2464,181.0441
1700000002.0,payment-service-1,0.1993,0.4479,20.6872,164.1993
1700000003.0,cache-service-1,0.102,0.6803,1.856,499.8442
1700000003.0,database-1,0.2569,0.5791,8.6341,289.5173
1700000003.0,frontend-1,0.1405,0.408,11.2113,201.6905
1700000003.0,order-service-1,0.3141,0.5559,22.0865,176.4036
1700000003.0,payment-service-1,0.193,0.4527,18.4435,164.9129
1700000004.0,cache-service-1,0.1021,0.7123,1.9453,494.0278
1700000004.0,database-1,0.2298,0.5912,6.5858,291.8729
1700000004.0,frontend-1,0.1608,0.4014,12.0012,199.0278
1700000004.0,order-service-1,0.2917,0.5485,27.4411,174.0438
1700000004.0,payment-service-1,0.193,0.4413,17.2949,172.401
1700000005.0,cache-service-1,0.1092,0.7273,1.7305,478.3653
1700000005.0,database-1,0.2615,0.5886,8.2316,287.318
1700000005.0,frontend-1,0.1584,0.3989,11.5067,217.054
1700000005.0,order-service-1,0.3026,0.538,22.6364,186.5468
1700000005.0,payment-service-1,0.1901,0.4637,15.7192,160.5916
1700000006.0,cache-service-1,0.0936,0.7132,2.2174,505.2469
1700000006.0,database-1,0.2449,0.5905,7.7131,286.8524
1700000006.0,frontend-1,0.1427,0.409,11.1956,199.0351
1700000006.0,order-service-1,0.3191,0.5524,24.792,185.2383
1700000006.0,payment-service-1,0.2038,0.4527,18.2024,166.592
1700000007.0,cache-service-1,0.1081,0.6655,2.3783,510.9565
1700000007.0,database-1,0.2451,0.6099,6.7755,302.2643
1700000007.0,frontend-1,0.1587,0.3971,9.1035,200.4778
1700000007.0,order-service-1,0.296,0.5658,27.2521,190.7911
1700000007.0,payment-service-1,0.201,0.4567,19.1984,157.0885
1700000008.0,cache-service-1,0.1017,0.7369,1.8938,509.2081
1700000008.0,database-1,0.2492,0.6103,7.3598,313.1016
1700000008.0,frontend-1,0.1495,0.3983,11.41,202.7061
1700000008.0,order-service-1,0.2866,0.5598,23.4149,179.2456
1700000008.0,payment-service-1,0.2129,0.4634,18.4098,157.4312
1700000009.0,cache-service-1,0.1002,0.7116,2.0314,508.3881
1700000009.0,database-1,0.2652,0.5782,8.0662,301.1654
1700000009.0,frontend-1,0.146,0.4042,11.0213,197.6699
1700000009.0,order-service-1,0.2948,0.5707,22.1757,179.2786
1700000009.0,payment-service-1,0.2101,0.4555,15.7135,160.3882
1700000010.0,cache-service-1,0.0907,0.7111,2.1234,491.2721
1700000010.0,database-1,0.2364,0.6008,7.3933,290.686
1700000010.0,frontend-1,0.1507,0.4084,11.3999,194.3268
1700000010.0,order-service-1,0.2866,0.5634,22.4247,174.1488
1700000010.0,payment-service-1,0.2062,0.4514,20.0142,161.364
1700000011.0,cache-service-1,0.0962,0.7166,1.7288,508.6448
1700000011.0,database-1,0.2456,0.6135,7.8082,303.5185
1700000011.0,frontend-1,0.148,0.4015,12.56,197.3076
1700000011.0,order-service-1,0.2963,0.566,24.8455,192.8607
1700000011.0,payment-service-1,0.1998,0.4363,14.632,166.5727
1700000012.0,cache-service-1,0.0977,0.6847,2.3302,496.1112
1700000012.0,database-1,0.2437,0.6087,7.9631,302.9024
1700000012.0,frontend-1,0.1507,0.3936,10.7108,204.7323
1700000012.0,order-service-1,0.3052,0.5474,17.9247,175.9425
1700000012.0,payment-service-1,0.1982,0.4608,18.7852,168.4092
1700000013.0,cache-service-1,0.0893,0.6889,2.0316,478.7841
1700000013.0,database-1,0.2497,0.6044,8.3606,307.9176
1700000013.0,frontend-1,0.1368,0.3898,11.6918,200.7748
1700000013.0,order-service-1,0.2839,0.5419,23.7964,183.7117
1700000013.0,payment-service-1,0.2033,0.4582,18.5678,172.8441
1700000014.0,cache-service-1,0.0983,0.7001,2.0189,521.5352
1700000014.0,database-1,0.2807,0.6032,8.2241,311.4984
1700000014.0,frontend-1,0.1462,0.3972,8.5464,201.9579
1700000014.0,order-service-1,0.2897,0.5594,24.9435,173.4775
