timestamp,instance,cpu,memory,latency_ms,rps
1700000000.0,cache-service-1,0.1072,0.7014,2.0654,517.0469
1700000000.0,database-1,0.2603,0.6069,7.6967,290.8301
1700000000.0,frontend-1,0.1528,0.3959,12.9927,201.2675
1700000000.0,order-service-1,0.2888,0.5529,26.773,180.9586
1700000000.0,payment-service-1,0.1922,0.4524,18.6426,163.9566
1700000001.0,cache-service-1,0.1036,0.6873,1.9004,509.0857
1700000001.0,database-1,0.2288,0.6093,7.3284,296.204
1700000001.0,frontend-1,0.1608,0.3995,11.6377,201.6885
1700000001.0,order-service-1,0.2986,0.5431,25.6246,191.5389
1700000001.0,payment-service-1,0.2092,0.4539,18.4631,163.8294
1700000002.0,cache-service-1,0.1031,0.688,2.1014,500.7836
1700000002.0,database-1,0.2714,0.5975,9.0014,289.5988
1700000002.0,frontend-1,0.1523,0.3943,10.9471,204.7119
1700000002.0,order-service-1,0.2853,0.5485,23.245,182.138
1700000002.0,payment-service-1,0.2028,0.4305,19.2623,157.0749
1700000003.0,cache-service-1,0.11,0.7124,2.1913,464.7117
1700000003.0,database-1,0.2719,0.6008,6.9597,302.9901
1700000003.0,frontend-1,0.1597,0.3877,13.283,198.2349
1700000003.0,order-service-1,0.292,0.5457,23.0347,181.1844
1700000003.0,payment-service-1,0.2027,0.4594,20.504,158.5959
1700000004.0,cache-service-1,0.1054,0.6844,2.1286,484.2206
1700000004.0,database-1,0.2434,0.6073,7.4386,304.4649
1700000004.0,frontend-1,0.1395,0.3946,12.6419,208.8555
1700000004.0,order-service-1,0.2833,0.567,25.6705,191.9414
1700000004.0,payment-service-1,0.1972,0.4457,18.5864,155.0082
1700000005.0,cache-service-1,0.1007,0.6993,2.2592,505.1129
1700000005.0,database-1,0.2349,0.5848,7.2618,282.0441
1700000005.0,frontend-1,0.1344,0.4165,11.0371,207.5716
1700000005.0,order-service-1,0.2893,0.5457,20.8551,186.7096
1700000005.0,payment-service-1,0.1963,0.4648,16.782,166.083
1700000006.0,cache-service-1,0.1073,0.6795,2.091,484.9834
1700000006.0,database-1,0.2359,0.6015,8.6422,311.9798
1700000006.0,frontend-1,0.1475,0.4078,12.6678,199.9545
1700000006.0,order-service-1,0.2861,0.5505,33.6584,175.0364
